author_name,file_name
Dennis Tang,app/views/projects/commit/_change.html.haml
Dennis Tang,app/views/projects/deploy_tokens/_revoke_modal.html.haml
Dennis Tang,app/views/projects/merge_requests/_how_to_merge.html.haml
Dennis Tang,app/views/projects/wikis/_new.html.haml
Dennis Tang,app/views/shared/_confirm_modal.html.haml
Dennis Tang,app/views/shared/_delete_label_modal.html.haml
Dennis Tang,app/views/shared/issuable/_form.html.haml
Dennis Tang,app/views/shared/issuable/_sidebar.html.haml
Dennis Tang,app/views/shared/issuable/form/_merge_params.html.haml
Dennis Tang,app/views/shared/labels/_form.html.haml
Dennis Tang,app/views/shared/notifications/_custom_notifications.html.haml
Dennis Tang,changelogs/unreleased/25955-update-404-pages.yml
Dennis Tang,changelogs/unreleased/46019-add-missing-migration.yml
Dennis Tang,changelogs/unreleased/46478-update-updated-at-on-mr.yml
Dennis Tang,changelogs/unreleased/46487-add-support-for-jupyter-in-gitlab-via-kubernetes.yml
Dennis Tang,changelogs/unreleased/47046-use-sortable-from-npm.yml
Dennis Tang,changelogs/unreleased/47113-modal-header-styling-is-broken.yml
Dennis Tang,changelogs/unreleased/add-moneky-patch-for-using-stream-upload-with-carrierwave.yml
Dennis Tang,changelogs/unreleased/fix-http-proxy.yml
Dennis Tang,changelogs/unreleased/fj-45059-add-validation-to-webhook.yml
Dennis Tang,changelogs/unreleased/new-label-spelling-error.yml
Dennis Tang,changelogs/unreleased/reactive-caching-alive-bug.yml
Dennis Tang,changelogs/unreleased/sh-bump-omniauth-gitlab.yml
Dennis Tang,config/application.rb
Dennis Tang,config/initializers/01_secret_token.rb
Dennis Tang,config/initializers/1_settings.rb
Dennis Tang,config/initializers/2_gitlab.rb
Dennis Tang,config/initializers/6_validations.rb
Dennis Tang,config/initializers/carrierwave_monkey_patch.rb
Dennis Tang,config/initializers/omniauth.rb
Dennis Tang,config/settings.rb
Dennis Tang,db/migrate/20160302152808_remove_wrong_import_url_from_projects.rb
Dennis Tang,db/migrate/20180511131058_create_clusters_applications_jupyter.rb
Dennis Tang,db/post_migrate/20171124104327_migrate_kubernetes_service_to_new_clusters_architectures.rb
Dennis Tang,db/post_migrate/20180507083701_set_minimal_project_build_timeout.rb
